depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
5.25,19.7335,298.412049,333.296,2.0742,175.5,8.448,8.5095,5.148,2.2304,57.2585,89.859,0,2712850.018359629,21,11,2020-08-11
5.5,19.6249,298.5588,333.999,2.1085,151.56,8.448,8.4511,5.394,2.2379,57.1538,89.139,0,2733624.137557901,22,11,2020-08-11
5.75,19.3958,298.500753,335.15,2.1156,133.52,8.448,8.5759,5.639,2.2573,56.8699,90.231,0,2769317.2729611997,23,11,2020-08-11
6,19.0132,297.275035,338.855,2.1285,117.27,8.45,8.7722,5.884,2.2533,56.9312,91.869,0,2802919.3191750664,24,11,2020-08-11
6.25,18.6228,294.238025,338.88,2.11,101.82,8.453,8.8883,6.129,2.2456,57.0416,92.406,0,2794215.5985495835,25,11,2020-08-11
6.5,18.3409,290.592506,335.71,2.0437,89.015,8.453,8.9386,6.374,2.0496,59.91,92.501,0,2752316.6507892604,26,11,2020-08-11
6.75,18.2022,285.016067,330.182,1.8327,79.126,8.45,8.938,6.619,1.9423,61.5518,92.55,0,2640795.766384875,27,11,2020-08-11
7,18.0876,283.262723,328.987,1.7171,70.051,8.443,8.9304,6.864,1.8337,63.2206,92.292,0,2617306.58981327,28,11,2020-08-11
7.25,17.9999,281.189289,326.98,1.4857,63.041,8.433,8.7882,7.11,1.7767,64.1474,90.668,0,2582055.7606106745,29,11,2020-08-11
7.5,17.9219,279.980184,326.088,1.4606,56.456,8.426,8.558,7.355,1.7534,64.5114,88.134,0,2565716.088025479,30,11,2020-08-11
7.75,17.8006,279.090958,325.757,1.4109,50.755,8.419,8.2684,7.601,1.7296,64.8954,84.941,0,2563582.276895344,31,11,2020-08-11
8,17.6129,278.064959,326.082,1.3642,45.704,8.415,8.0692,7.845,1.7131,65.1636,82.846,0,2568509.241813044,32,11,2020-08-11
8.25,17.3283,277.632574,328.688,1.3525,41.256,8.412,8.0221,8.09,1.6926,65.4983,82.356,0,2602924.6633893624,33,11,2020-08-11
8.5,16.7861,282.528653,338.152,1.3507,35.504,8.403,7.8568,8.336,1.5872,67.2459,80.643,0,2814143.783816269,34,11,2020-08-11
0.5,20.3898,287.887907,317.025,0.7895,1947.1,8.49,8.4024,0.49,2.4315,54.9962,93.194,0,2381431.5036004856,2,12,2020-08-11
0.75,20.3699,289.985345,319.555,0.646,1227.4,8.469,7.5457,0.735,1.2179,71.9591,83.699,0,2428973.5391457747,3,12,2020-08-11
1,20.4315,289.185227,318.224,0.656,1256.2,8.466,7.2001,0.981,1.3844,70.7231,80.002,0,2403229.9899821095,4,12,2020-08-11
1.25,20.4686,288.134672,316.794,0.4851,1325.2,8.457,7.4917,1.225,1.3295,71.7264,82.958,0,2375796.858496283,5,12,2020-08-11
1.5,20.1746,288.665127,319.957,0.5342,1457.6,8.454,7.9153,1.471,1.5252,68.297,87.011,0,2428107.052745676,6,12,2020-08-11
1.75,20.1112,288.090923,319.584,0.5343,1249.4,8.45,7.6913,1.716,1.5439,67.991,84.605,0,2424672.3520980254,7,12,2020-08-11
2,20.0652,287.82815,319.262,0.8316,1064,8.446,7.6143,1.961,1.6137,66.7955,83.415,0,2425496.2310389653,8,12,2020-08-11
2.25,20.0313,287.532832,319.291,0.8323,864.52,8.443,7.7103,2.206,1.6128,66.8162,84.146,0,2423905.001331253,9,12,2020-08-11
2.5,19.998,287.484267,319.725,0.9623,869.07,8.441,7.7896,2.451,1.6136,66.8052,84.967,0,2427565.283504204,10,12,2020-08-11
2.75,19.9818,287.759366,319.757,1.0382,719.46,8.435,8.1063,2.698,1.6337,66.4692,88.47,0,2435827.322656108,11,12,2020-08-11
3,19.9865,287.494028,319.401,1.0799,699.85,8.432,8.3218,2.942,1.6046,66.9552,90.829,0,2429405.5499484832,12,12,2020-08-11
3.25,19.9616,287.446851,319.749,1.0927,651.75,8.431,8.3345,3.187,1.6159,66.7657,90.558,0,2431914.687164494,13,12,2020-08-11
3.5,19.8993,287.922628,320.335,1.2661,533.21,8.428,8.016,3.433,1.6476,66.2396,87.01,0,2451151.632678547,14,12,2020-08-11
3.75,19.7501,287.625444,321.775,1.2752,499.43,8.428,8.2442,3.677,1.6863,65.6013,89.712,0,2466101.2563879564,15,12,2020-08-11
4,19.6658,288.020896,323.042,1.3531,437.5,8.427,8.319,3.922,1.6887,65.5813,90.601,0,2487062.902310919,16,12,2020-08-11
4.25,19.5978,288.304936,323.569,1.4233,417.1,8.425,8.2303,4.168,1.7126,65.1823,89.655,0,2503326.3710708246,17,12,2020-08-11
4.5,19.5359,288.686176,323.663,1.5589,385.14,8.419,7.9899,4.413,1.8225,63.3791,86.855,0,2520973.499175144,18,12,2020-08-11
4.75,19.4793,288.621314,324.407,1.5439,339.51,8.416,8.0669,4.658,1.795,63.8421,87.598,0,2527920.6957802535,19,12,2020-08-11
5,19.3911,288.658823,325.671,1.5441,300.76,8.414,8.041,4.904,1.7991,63.7763,87.211,0,2541927.650389215,20,12,2020-08-11
5.25,19.3388,289.094397,326.46,1.553,269.48,8.411,8.0008,5.148,1.8077,63.6411,86.722,0,2559651.9643390994,21,12,2020-08-11
5.5,19.3206,289.420061,326.738,1.5574,234.89,8.409,8.088,5.393,1.8818,62.4821,87.615,0,2569808.2067277906,22,12,2020-08-11
5.75,19.3539,289.628729,326.48,1.698,217.47,8.407,8.3056,5.639,1.9512,61.3983,89.903,0,2569510.911716231,23,12,2020-08-11
6,19.4059,289.841677,326.098,1.7148,188.24,8.405,8.4289,5.885,1.9716,61.0844,91.041,0,2566481.4187848964,24,12,2020-08-11
6.25,19.4385,289.993204,325.984,1.7561,172.99,8.405,8.404,6.129,1.9654,61.1794,90.7,0,2564994.1790338308,25,12,2020-08-11
6.5,19.4322,290.141937,326.347,1.759,149.65,8.407,8.4065,6.375,1.9556,61.3306,90.688,0,2569321.0585825457,26,12,2020-08-11
6.75,19.3849,290.015147,326.684,1.7597,133.62,8.409,8.373,6.619,1.9503,61.4117,90.3,0,2573602.615113377,27,12,2020-08-11
7,19.3261,289.987961,327.123,1.7738,116.47,8.411,8.1841,6.865,1.9536,61.3612,88.282,0,2581917.589386395,28,12,2020-08-11
7.25,19.2735,290.058916,327.697,1.7723,106.08,8.412,8.0184,7.11,1.965,61.1869,86.487,0,2591567.775984541,29,12,2020-08-11
7.5,19.2157,290.163784,328.169,1.7723,94.317,8.411,8.0912,7.355,2.0033,60.6018,87.276,0,2602839.6917376346,30,12,2020-08-11
7.75,19.1655,289.936098,328.102,1.7495,84.126,8.411,8.393,7.6,1.9955,60.7232,90.541,0,2605324.682767631,31,12,2020-08-11
8,19.1109,289.741084,328.535,1.7459,75.542,8.409,8.4957,7.845,2.0007,60.6429,91.617,0,2609247.6769681773,32,12,2020-08-11
8.25,19.0441,289.859033,329.236,1.7946,65.598,8.407,8.376,8.091,2.0096,60.5087,90.299,0,2622323.8537391042,33,12,2020-08-11
8.5,19.0027,289.749264,329.298,1.756,57.262,8.405,8.138,8.336,2.0107,60.4936,87.71,0,2626213.8882120373,34,12,2020-08-11
8.75,18.9854,289.032021,328.584,1.734,51.029,8.405,8.2616,8.581,2.02,60.3461,89.047,0,2612255.4001186523,35,12,2020-08-11
9,18.9812,288.405017,327.869,1.7746,46.538,8.406,8.3987,8.826,2.015,60.4274,90.49,0,2598396.518082118,36,12,2020-08-11
9.25,18.9826,288.119219,327.487,1.7728,42.004,8.406,8.389,9.071,2.0013,60.6335,90.413,0,2591583.7124815653,37,12,2020-08-11
9.5,18.9818,288.386667,327.824,1.7488,36.926,8.407,8.1839,9.316,2.0029,60.6102,88.221,0,2597879.5448695086,38,12,2020-08-11
9.75,18.978,289.802531,329.41,1.6975,31.559,8.407,7.3718,9.561,1.9972,60.6927,79.479,0,2631301.533732212,39,12,2020-08-11
10,18.965,287.957267,327.497,1.7192,29.444,8.407,7.2121,9.807,1.9756,61.0244,77.736,0,2590552.0668779197,40,12,2020-08-11
0.5,21.2697,139.376328,150.595,1.8491,-0.02185,NA,7.8599,0.49,45.7382,0.0017,88.705,0,350884.51456045674,2,1,2020-08-25
0.75,21.2905,140.171106,151.384,1.8013,-1.095e-6,NA,7.9223,0.736,44.0327,0.014,89.381,0,355636.4506372747,3,1,2020-08-25
1,21.2901,140.024661,151.225,2.3476,1.9786e-5,NA,7.8804,0.98,43.5219,3e-4,88.906,0,354688.8180185034,4,1,2020-08-25
1.25,21.2899,139.966801,151.169,1.8666,1.7044e-6,NA,7.8369,1.226,44.4857,0.0055,88.411,0,354315.62412540324,5,1,2020-08-25
1.5,21.2892,139.91866,151.119,1.9326,2.2189e-5,NA,7.8504,1.471,43.9648,0.0026,88.563,0,354016.0400944417,6,1,2020-08-25
1.75,21.2886,139.901094,151.099,1.9491,2.9993e-5,NA,7.8713,1.716,46.5138,0.0043,88.798,0,353913.6500711283,7,1,2020-08-25
2,21.2867,139.809344,151.007,1.9608,-3.652e-6,NA,7.8539,1.962,47.3274,0.0032,88.604,0,353354.64551398344,8,1,2020-08-25
2.25,21.2788,139.580151,150.79,1.8693,9.3162e-6,NA,7.8897,2.206,38.1755,0.0087,89.004,0,352023.75102581654,9,1,2020-08-25
2.5,21.2731,139.482364,150.703,1.7532,2.5286e-7,NA,7.92,2.452,54.0095,-0.0092,89.341,0,351503.2853642543,10,1,2020-08-25
2.75,21.2709,139.566934,150.801,2.0796,1e-12,NA,7.9138,2.696,50.5294,-7e-4,89.271,0,352096.1737476259,11,1,2020-08-25
3,21.2703,139.591138,150.828,1.9583,1e-12,NA,7.8773,2.942,41.4401,0.0079,88.864,0,352265.32297400705,12,1,2020-08-25
3.25,21.2702,139.687993,150.931,2.0141,1.3219e-5,NA,7.9142,3.188,46.159,0.0044,89.281,0,352896.74511360127,13,1,2020-08-25
3.5,21.2705,139.642695,150.878,2.0217,3.884e-8,NA,7.9404,3.432,43.9129,0.0039,89.578,0,352596.1326865446,14,1,2020-08-25
3.75,21.2695,139.552812,150.788,1.9509,2.9513e-6,NA,7.9271,3.68,49.4232,0,89.425,0,352032.1890732864,15,1,2020-08-25
4,21.2681,139.545745,150.786,2.0642,5.951e-8,NA,7.9113,3.922,38.13,0.0096,89.249,0,352014.28617280576,16,1,2020-08-25
4.25,21.2666,139.481179,150.722,1.9245,2.032e-5,NA,7.8972,4.169,55.6626,-0.0045,89.091,0,351625.14237735706,17,1,2020-08-25
0.5,25.3069,711.641501,707.2,8.3885,1.2604,NA,5.345,0.49,12.394,4.5215,65.068,0,18282097.693801418,2,2,2020-08-25
0.75,25.3045,710.914244,706.5,8.9251,0.57026,NA,5.7753,0.735,12.7305,4.1571,70.428,0,18236906.027797934,3,2,2020-08-25
1,25.4711,722.586865,715.745,8.3904,0.22013,NA,6.3535,0.98,12.0195,4.9273,77.631,0,18840249.589455497,4,2,2020-08-25
1.25,25.5276,726.541819,718.852,7.6214,0.058014,NA,6.604,1.226,12.1941,4.7533,80.696,0,19046305.93723801,5,2,2020-08-25
1.5,25.5074,724.860764,717.48,8.1421,0.0096762,NA,6.5699,1.471,12.1155,4.8408,80.231,0,18954751.92202936,6,2,2020-08-25
1.75,25.4827,723.902046,716.917,8.0552,1e-12,NA,6.5637,1.716,12.0345,4.9268,80.133,0,18915942.52944238,7,2,2020-08-25
2,25.4572,722.805899,716.222,8.4884,4.1217e-6,NA,6.5572,1.961,12.2437,4.691,80.031,0,18868809.264871642,8,2,2020-08-25
2.25,25.4297,721.373128,715.051,8.2557,2.9333e-5,NA,6.564,2.207,12.4144,4.4899,80.088,0,18801360.218387935,9,2,2020-08-25
2.5,25.3988,720.322634,714.638,8.3302,1.6792e-6,NA,6.5661,2.452,12.6902,4.1929,80.111,0,18762726.84548621,10,2,2020-08-25
2.75,25.3759,719.622928,714.186,8.1933,3.2432e-6,NA,6.5725,2.697,12.9438,3.9355,80.164,0,18739315.518676654,11,2,2020-08-25
3,25.3578,718.816617,713.627,8.0219,8.5849e-5,NA,6.577,2.942,13.0098,3.8662,80.19,0,18704021.18230084,12,2,2020-08-25
3.25,25.3401,718.549314,713.636,8.3386,-1.43e-5,NA,6.5878,3.187,13.6069,3.3354,80.328,0,18704041.67175124,13,2,2020-08-25
3.5,25.3246,717.738823,713.03,8.0389,1.7889e-5,NA,6.563,3.432,13.8376,3.1442,80.016,0,18665865.799890954,14,2,2020-08-25
3.75,25.3045,716.87224,712.497,7.5867000000000004,-2.495e-6,NA,6.5802,3.678,13.7142,3.2379,80.274,0,18628592.73894607,15,2,2020-08-25
4,25.3006,717.348864,713.007,7.5568,1e-12,NA,6.5422,3.922,13.9704,3.0455,79.845,0,18664045.680856705,16,2,2020-08-25
4.25,25.3029,717.29504,712.858,7.1815,1e-12,NA,6.5389,4.168,14.9598,2.3909,79.82,0,18658178.59350047,17,2,2020-08-25
4.5,25.3014,717.095442,712.719,7.4447,5.0866e-6,NA,6.5481,4.413,15.8447,1.922,79.942,0,18646460.08537408,18,2,2020-08-25
4.75,25.3005,717.189461,712.9,7.4008,-1.675e-7,NA,6.5115,4.658,15.9334,1.8666,79.492,0,18653584.550761163,19,2,2020-08-25
5,25.3139,718.721275,714.156,7.4029,4.9621e-5,NA,6.4925,4.903,16.4176,1.6499,79.252,0,18741728.23780004,20,2,2020-08-25
5.25,25.3489,719.384407,714.246,8.176,2.0996e-5,NA,6.5501,5.148,16.0063,1.8288,79.974,0,18750589.701243777,21,2,2020-08-25
0.5,23.1796,507.841308,527.28,6.7204,0.030239,NA,6.3541,0.49,16.9824,1.4357,74.614,0,8685693.583226535,2,3,2020-08-25
0.75,23.4815,517.542152,533.898,5.7672,0.0034299,NA,6.6734,0.735,17.2299,1.3477,78.77,0,8964563.404234366,3,3,2020-08-25
1,23.2898,515.097119,533.261,5.9093,3.9329e-6,NA,6.6688,0.981,17.5852,1.2355,78.653,0,8951178.336432282,4,3,2020-08-25
1.25,23.0924,494.895889,515.461,5.6815,6.5221e-6,NA,6.6403,1.226,17.6427,1.2184,76.855,0,8171014.727579297,5,3,2020-08-25
1.5,23.234,537.041922,555.983,5.1337,5.9674e-7,NA,6.5532,1.47,17.4744,1.2654,74.617,0,9987610.43638695,6,3,2020-08-25
1.75,23.3672,540.600966,558.069,5.6826,1e-12,NA,6.5238,1.716,17.4732,1.2651,74.1,0,10082785.40963503,7,3,2020-08-25
2,23.5361,559.268138,575.401,6.1723,1.0122e-6,NA,6.6235,1.962,16.535,1.6111,75.09,0,10892912.573394738,8,3,2020-08-25
2.25,23.5328,541.628065,556.639,5.5423,6.4366e-8,NA,6.6675,2.206,16.1213,1.7874,75.542,0,10039546.994671049,9,3,2020-08-25
2.5,23.1108,437.267769,454.022,5.6131,9.3093e-6,NA,6.6747,2.452,17.2611,1.3215,75.57,0,5949593.923661619,10,3,2020-08-25
2.75,22.4778,331.610199,349.974,3.8377,7.5081e-6,NA,6.6587,2.696,18.449,1.0253,75.423,0,3037354.005306128,11,3,2020-08-25
3,21.6806,316.695301,340.386,3.1164,-1.589e-6,NA,6.6815,2.942,19.9926,0.6694,75.749,0,2823801.6833237545,12,3,2020-08-25
3.25,21.5793,309.322413,332.212,2.941,1e-12,NA,6.7061,3.187,20.5246,0.5884,76.025,0,2673744.4760665195,13,3,2020-08-25
3.5,21.5136,303.643071,326.544,3.0943,8.1974e-6,NA,6.6817,3.432,20.7865,0.5547,75.687,0,2559278.0816030735,14,3,2020-08-25
3.75,21.4471,295.431098,318.005,2.8891,6.7851e-7,NA,6.6637,3.678,20.9649,0.5303,75.358,0,2394641.075611377,15,3,2020-08-25
4,21.4469,303.798103,327.064,3.0421,3.4204e-7,NA,6.6725,3.922,20.71,0.5645,75.418,0,2572384.959510444,16,3,2020-08-25
4.25,21.4617,312.853137,336.653,2.9663,1e-12,NA,6.6684,4.168,20.7832,0.5534,75.526,0,2771143.933085202,17,3,2020-08-25
4.5,21.4793,317.447532,341.338,3.2603,1e-12,NA,6.683,4.413,20.6243,0.5765,75.861,0,2873735.6526045804,18,3,2020-08-25
4.75,21.4756,316.266246,340.148,3.2502,1e-12,NA,6.6944,4.658,20.3988,0.611,75.952,0,2847015.1458105156,19,3,2020-08-25
5,21.4318,316.415927,340.678,3.1092,1e-12,NA,6.6544,4.903,20.2447,0.6333,75.092,0,2857593.632945395,20,3,2020-08-25
5.25,21.3951,313.430117,337.85,3.1479,1e-12,NA,6.639,5.148,20.2792,0.6283,74.902,0,2794851.0739035867,21,3,2020-08-25
5.5,21.3578,314.626608,339.558,3.147,4.9987e-5,NA,6.671,5.395,20.3794,0.6123,75.107,0,2828284.930584539,22,3,2020-08-25
5.75,21.3887,328.158749,353.882,2.9726,4.1019e-6,NA,6.6593,5.639,20.4313,0.6054,74.971,0,3144934.012219999,23,3,2020-08-25
6,21.5028,329.571651,353.911,3.132,1e-12,NA,6.6903,5.884,20.3581,0.6168,75.341,0,3159120.1092311502,24,3,2020-08-25
6.25,21.5199,326.78108,350.826,3.1578,1e-12,NA,6.7301,6.13,20.1178,0.6559,75.814,0,3088045.1110732798,25,3,2020-08-25
0.5,17.9713,430.63224,501.039,4.2838,4.2751,NA,6.9788,0.49,7.4937,15.331,73.16,0,7701988.817172585,2,4,2020-08-25
0.75,17.9279,429.221273,500.031,3.5169,2.5237,NA,6.9572,0.736,7.3795,15.7401,72.933,0,7657670.206841012,3,4,2020-08-25
1,17.6931,421.578069,493.763,3.9454,1.4745,NA,7.1552,0.981,6.5795,19.3412,74.917,0,7418478.512235958,4,4,2020-08-25
1.25,17.3784,408.565967,481.995,4.1042,0.85764,NA,7.7365,1.226,6.7531,18.4847,80.827,0,6979194.276977988,5,4,2020-08-25
1.5,17.3392,407.797152,481.356,4.0823,0.54396,NA,8.3402,1.471,6.8733,17.9264,83.279,0,6962261.453573381,6,4,2020-08-25
1.75,17.2405,402.64912,475.669,3.5539,0.31363,NA,9.098,1.717,6.8877,17.8724,88.778,0,6780415.082835623,7,4,2020-08-25
2,16.8227,391.037811,467.815,3.7787,0.16026,NA,9.5555,1.961,6.9327,17.6701,91.048,0,6454554.141511697,8,4,2020-08-25
2.25,16.4553,380.027526,455.895,3.7436,0.071957,NA,9.7397,2.206,6.9166,17.8492,91.756,0,6137219.450375778,9,4,2020-08-25
2.5,16.2118,360.815571,436.327,3.6607,0.015487,NA,9.9143,2.452,6.7313,18.6204,93.163,0,5456035.771180294,10,4,2020-08-25
2.75,15.6386,341.635105,421.324,3.5755,0.0023196,NA,10.0768,2.696,6.5611,19.3111,94.417,0,4916744.202009594,11,4,2020-08-25
3,14.3601,331.497798,422.78,3.6613,1e-12,NA,9.9946,2.943,5.419,25.7537,92.815,0,4935718.472426442,12,4,2020-08-25
3.25,14.0977,307.851053,392.068,3.1917,1e-12,NA,9.9491,3.187,5.3104,26.5331,90.979,0,4152733.0296371346,13,4,2020-08-25
3.5,13.6688,298.055988,387.068,3.4173,2.0404e-5,NA,9.9319,3.432,5.232,27.0573,89.477,0,3929806.129501792,14,4,2020-08-25
3.75,13.0854,299.450623,394.883,3.233,3.1034e-7,NA,10.0919,3.678,4.7908,30.1582,90.031,0,4131118.7956777965,15,4,2020-08-25
4,12.7317,305.794925,405.976,3.0556,1e-12,NA,10.5432,3.923,4.0492,36.4563,93.773,0,4461548.707900503,16,4,2020-08-25
4.25,12.4633,309.782361,413.867,3.3551,1e-12,NA,11.0149,4.168,3.9661,37.1296,97.875,0,4694566.525876803,17,4,2020-08-25
4.5,12.2523,304.423089,408.559,2.5493,3.421e-5,NA,11.0773,4.413,3.813,38.5959,98.339,0,4552490.281846325,18,4,2020-08-25
4.75,12.0232,298.449247,402.306,2.6304,-1.225e-6,NA,11.0073,4.658,3.6037,40.5536,97.684,0,4393508.660138475,19,4,2020-08-25
5,11.6929,274.900394,373.695,2.4045,1e-12,NA,10.9559,4.904,3.4611,42.1099,97.221,0,3638192.766436823,20,4,2020-08-25
5.25,11.276,251.308255,347.414,2.2998,1e-12,NA,10.9474,5.148,3.4832,41.8506,97.153,0,2972251.713344044,21,4,2020-08-25
5.5,10.7228,244.058323,343.771,2.6568,1e-12,NA,10.9107,5.394,3.3389,43.3645,96.799,0,2862594.910457002,22,4,2020-08-25
5.75,10.2918,242.691738,344.96,2.5418,1.1004e-5,NA,10.8524,5.639,3.1734,45.2492,96.273,0,2906152.0958276615,23,4,2020-08-25
6,10.1342,241.729585,344.311,2.7295,-6.87e-8,NA,10.8326,5.884,3.3065,43.755,96.109,0,2908043.5770231574,24,4,2020-08-25
6.25,10.092,240.06112100000001,342.178,2.6792,1.1436e-5,NA,10.8426,6.129,3.4348,42.42,96.144,0,2865108.068395579,25,4,2020-08-25
6.5,10.0676,239.646147,341.816,2.608,1.5141e-6,NA,10.8444,6.374,3.5444,41.2991,96.172,0,2857214.1686777086,26,4,2020-08-25
6.75,10.0482,239.44708,341.686,2.513,1e-12,NA,10.8484,6.619,3.7294,39.3617,96.224,0,2854944.3030523676,27,4,2020-08-25
7,10.0325,239.434066,341.734,2.703,1.1514e-6,NA,10.8472,6.865,3.7843,38.8204,96.291,0,2857642.2644281336,28,4,2020-08-25
7.25,10.0204,238.419527,340.398,3.0891,3.0195e-6,NA,10.8395,7.11,3.7494,39.1744,96.303,0,2829014.1048443257,29,4,2020-08-25
7.5,10.0146,237.882003,339.696,2.9529,4.1854e-6,NA,10.8231,7.355,3.7009,39.652,96.159,0,2813790.5382750947,30,4,2020-08-25
0.5,16.8187,430.736404,514.796,3.9039,14.984,NA,8.3192,0.49,4.8493,29.7527,83.346,0,8266489.081443256,2,5,2020-08-25
0.75,16.6732,427.63061,512.93,3.8951,11.446,NA,8.4761,0.736,4.797,30.1153,83.998,0,8187951.91594697,3,5,2020-08-25
1,16.1624,422.352402,513.368,4.1299,8.5379,NA,8.87,0.981,4.4113,33.2168,87.836,0,8186636.6512759,4,5,2020-08-25
1.25,15.6148,418.170826,514.921,4.0016,6.156,NA,8.9179,1.226,4.1938,35.1145,88.304,0,8258374.27916357,5,5,2020-08-25
1.5,15.6698,412.252743,506.423,4.4786,4.5416,NA,8.3362,1.471,4.461,32.8497,85.199,0,7935549.566421281,6,5,2020-08-25
1.75,13.0803,331.518924,436.332,2.7012,3.6957,NA,10.7061,1.716,3.3869,42.9645,96.657,0,5362909.3385096835,7,5,2020-08-25
2,12.0439,308.300657,417.886,2.3939,2.9984,NA,11.1365,1.962,2.8645,48.8715,98.65,0,4768202.919603191,8,5,2020-08-25
2.25,11.7356,291.056261,396.152,2.667,2.391,NA,11.145,2.206,2.7021,50.9541,98.659,0,4199889.464483434,9,5,2020-08-25
2.5,11.4678,271.926566,373.135,2.7515,2.018,NA,11.173400000000001,2.452,2.6655,51.355,98.827,0,3592023.9730619537,10,5,2020-08-25
2.75,11.1873,258.373545,357.207,3.0989,1.6259,NA,11.165,2.697,2.6467,51.5822,98.723,0,3210667.913335559,11,5,2020-08-25
3,10.6431,245.805864,345.567,3.1548,1.2808,NA,11.1134,2.942,2.4192,54.6265,98.143,0,2931428.2435260904,12,5,2020-08-25
3.25,10.3721,239.1916,338.538,2.9383,1.1326,NA,11.082,3.187,2.2315,57.2813,97.821,0,2784341.0186480773,13,5,2020-08-25
3.5,10.1754,237.262859,338.052,2.816,0.94409,NA,11.0684,3.432,2.1965,57.7571,97.667,0,2764189.228559686,14,5,2020-08-25
3.75,9.9824,236.543935,338.445,2.8279,0.74041,NA,11.0197,3.678,2.082,59.4282,97.133,0,2779506.913101534,15,5,2020-08-25
4,9.9005,235.987,338.185,2.7018,0.58721,NA,10.9795,3.923,1.9742,61.0783,96.659,0,2778429.003259474,16,5,2020-08-25
4.25,9.8793,235.838227,338.084,2.8173,0.5121,NA,10.9943,4.168,1.9728,61.0966,96.744,0,2778007.5666737016,17,5,2020-08-25
4.5,9.8577,235.695632,338.082,2.7376,0.43285,NA,11.0183,4.413,2.0497,59.8966,96.895,0,2777848.86510453,18,5,2020-08-25
4.75,9.8186,235.645122,338.439,2.6459,0.35108,NA,11.0235,4.659,2.0156,60.406,96.375,0,2783854.2870286526,19,5,2020-08-25
5,9.795,235.630684,338.579,2.6579,0.27593,NA,10.9942,4.904,1.9665,61.1394,95.702,0,2787975.243729233,20,5,2020-08-25
5.25,9.781,235.741602,338.854,2.8412,0.23304,NA,10.9877,5.149,1.9708,61.2489,95.444,0,2794059.1386328065,21,5,2020-08-25
5.5,9.7641,234.583952,337.294,2.561,0.1812,NA,11.0426,5.392,2.0836,59.3606,95.666,0,2762192.083028331,22,5,2020-08-25
5.75,9.715,233.949924,337.055,2.5396,0.15006,NA,11.1479,5.639,2.0754,59.522,95.744,0,2752425.238246015,23,5,2020-08-25
6,9.6789,233.519964,336.588,2.5537,0.1194,NA,11.2012,5.884,2.0395,60.0562,95.997,0,2746331.561203762,24,5,2020-08-25
6.25,9.6413,233.067357,336.168,2.4516,0.092092,NA,11.2937,6.129,2.0029,60.5926,96.634,0,2739833.812128987,25,5,2020-08-25
6.5,9.5169,227.082444,328.891,2.464,0.061653,NA,11.4171,6.374,1.9883,60.8448,97.291,0,2585017.4799709534,26,5,2020-08-25
6.75,9.2687,222.789546,325.328,2.399,0.035502,NA,11.4374,6.619,1.9114,62.0513,97.532,0,2504366.58834534,27,5,2020-08-25
7,9.073,218.174091,320.022,2.6158,0.025752,NA,11.4678,6.865,1.6799,65.5941,97.934,0,2406001.2779076155,28,5,2020-08-25
7.25,8.9594,210.187183,309.528,2.6377,0.0055132,NA,11.4816,7.108,1.6728,65.8373,98.149,0,2203591.4122638656,29,5,2020-08-25
7.5,8.7579,209.420308,310.779,2.4858,3.432e-4,NA,11.4533,7.355,1.6952,65.4935,98.03,0,2214234.9846186764,30,5,2020-08-25
7.75,8.5952,207.440877,308.9,2.491,1.0307e-6,NA,11.4239,7.6,1.5557,67.8216,97.831,0,2185850.8048235704,31,5,2020-08-25
0.5,11.0671,247.496094,343.275,2.088,87.459,NA,10.624,0.491,1.4756,69.2454,95.95,0,2898587.3626447557,2,6,2020-08-25
0.75,11.0092,248.49519,345.572,2.1543,74.459,NA,10.5456,0.734,1.4555,69.4215,95.228,0,2940248.4206004627,3,6,2020-08-25
1,10.8601,249.980855,348.601,2.2948,70.047,NA,10.2926,0.98,1.3022,72.2162,92.957,0,3015996.260005963,4,6,2020-08-25
1.25,10.6603,241.047961,337.965,2.1535,60.66,NA,11.047,1.225,1.265,72.8898,99.407,0,2784669.415118908,5,6,2020-08-25
1.5,10.706,241.322986,337.833,2.165,56.919,NA,11.2298,1.47,1.3045,72.1699,100.765,0,2784134.0583204557,6,6,2020-08-25
1.75,10.6948,241.051888,337.904,2.3743,45.783,NA,11.4372,1.716,1.3247,71.8073,102.331,0,2778232.5634699566,7,6,2020-08-25
2,10.6239,239.99742,336.801,2.229,41.004,NA,11.417,1.962,1.2993,72.2644,102.172,0,2760467.3084228127,8,6,2020-08-25
2.25,10.5896,239.553812,336.703,2.1691,35.655,NA,11.4382,2.206,1.2995,72.2847,102.375,0,2753833.5289597893,9,6,2020-08-25
2.5,10.5496,239.002891,336.291,2.2021,31.459,NA,11.4612,2.451,1.2788,72.6399,102.528,0,2745100.710018406,10,6,2020-08-25
2.75,10.4941,238.183038,335.485,2.3109,29.049,NA,11.4812,2.697,1.2186,73.7249,102.45,0,2731343.120758946,11,6,2020-08-25
3,10.4717,236.622004,333.49,2.1079,25.982,NA,11.4877,2.942,1.2035,74.0573,102.207,0,2689730.867260922,12,6,2020-08-25
3.25,10.4452,235.705172,332.571,2.0215,23.107,NA,11.495,3.187,1.1996,74.0787,101.664,0,2667887.4392605945,13,6,2020-08-25
3.5,10.4181,235.815627,333.052,2.1277,20.603,NA,11.4495,3.431,1.1831,74.4061,100.901,0,2676068.349530998,14,6,2020-08-25
